person_relationship_id,person_relationship_sequence,person_id_1,relationship_type,person_id_2,relationship_category,reference_id,relationship_notes,,,,,,,,,,,,,,,,,,
Onan_1:Judah_1:809,809,Onan_1,son,Judah_1,explicit,GEN 38:4,,,,,,,,,,,,,,,,,,,
Judah_1:Shelah_2:810,810,Judah_1,father,Shelah_2,logical,GEN 38:5,,,,,,,,,,,,,,,,,,,
Shelah_2:Judah_1:811,811,Shelah_2,son,Judah_1,explicit,GEN 38:5,,,,,,,,,,,,,,,,,,,
Er_1:Tamar_1:812,812,Er_1,husband,Tamar_1,logical,GEN 38:6,,,,,,,,,,,,,,,,,,,
Tamar_1:Er_1:813,813,Tamar_1,wife,Er_1,explicit,GEN 38:6,,,,,,,,,,,,,,,,,,,
G-d_1:Er_1:814,814,G-d_1,killer,Er_1,explicit,GEN 38:7,,,,,,,,,,,,,,,,,,,
Er_1:G-d_1:815,815,Er_1,killed by,G-d_1,logical,GEN 38:7,,,,,,,,,,,,,,,,,,,
Onan_1:Tamar_1:816,816,Onan_1,brother-in-law,Tamar_1,explicit,GEN 38:8,,,,,,,,,,,,,,,,,,,
Tamar_1:Onan_1:817,817,Tamar_1,sister-in-law,Onan_1,logical,GEN 38:8,,,,,,,,,,,,,,,,,,,
G-d_1:Onan_1:818,818,G-d_1,killer,Onan_1,explicit,GEN 38:9,,,,,,,,,,,,,,,,,,,
Onan_1:G-d_1:819,819,Onan_1,killed by,G-d_1,logical,GEN 38:9,,,,,,,,,,,,,,,,,,,
Judah_1:Tamar_1:820,820,Judah_1,concubine,Tamar_1,logical,GEN 38:18,,,,,,,,,,,,,,,,,,,
Tamar_1:Judah_1:821,821,Tamar_1,concubine,Judah_1,logical,GEN 38:18,,,,,,,,,,,,,,,,,,,
Judah_1:Perez_1:822,822,Judah_1,father,Perez_1,logical,GEN 38:29,,,,,,,,,,,,,,,,,,,
Perez_1:Judah_1:823,823,Perez_1,son,Judah_1,logical,GEN 38:29,,,,,,,,,,,,,,,,,,,
Judah_1:Zerah_3:824,824,Judah_1,father,Zerah_3,logical,GEN 38:30,,,,,,,,,,,,,,,,,,,
Zerah_3:Judah_1:825,825,Zerah_3,son,Judah_1,logical,GEN 38:30,,,,,,,,,,,,,,,,,,,
Tamar_1:Perez_1:826,826,Tamar_1,mother,Perez_1,logical,GEN 38:29,,,,,,,,,,,,,,,,,,,
Perez_1:Tamar_1:827,827,Perez_1,son,Tamar_1,logical,GEN 38:29,,,,,,,,,,,,,,,,,,,
Tamar_1:Zerah_3:828,828,Tamar_1,mother,Zerah_3,logical,GEN 38:30,,,,,,,,,,,,,,,,,,,
Zerah_3:Tamar_1:829,829,Zerah_3,son,Tamar_1,logical,GEN 38:30,,,,,,,,,,,,,,,,,,,
Joseph_1:Asenath_1:830,830,Joseph_1,husband,Asenath_1,logical,GEN 41:45,,,,,,,,,,,,,,,,,,,
Asenath_1:Joseph_1:831,831,Asenath_1,wife,Joseph_1,logical,GEN 41:45,,,,,,,,,,,,,,,,,,,
Potiphera_1:Asenath_1:832,832,Potiphera_1,father,Asenath_1,logical,GEN 41:45,,,,,,,,,,,,,,,,,,,
Asenath_1:Potiphera_1:833,833,Asenath_1,daughter,Potiphera_1,explicit,GEN 41:45,,,,,,,,,,,,,,,,,,,
Joseph_1:Manasseh_1:834,834,Joseph_1,father,Manasseh_1,logical,GEN 41:51,,,,,,,,,,,,,,,,,,,
Manasseh_1:Joseph_1:835,835,Manasseh_1,son,Joseph_1,explicit,GEN 41:51,,,,,,,,,,,,,,,,,,,
Asenath_1:Manasseh_1:836,836,Asenath_1,mother,Manasseh_1,logical,GEN 41:51,,,,,,,,,,,,,,,,,,,
Manasseh_1:Asenath_1:837,837,Manasseh_1,son,Asenath_1,explicit,GEN 41:51,,,,,,,,,,,,,,,,,,,
Joseph_1:Ephraim_1:838,838,Joseph_1,father,Ephraim_1,logical,GEN 45:52,,,,,,,,,,,,,,,,,,,
Ephraim_1:Joseph_1:839,839,Ephraim_1,son,Joseph_1,explicit,GEN 45:52,,,,,,,,,,,,,,,,,,,
Asenath_1:Ephraim_1:840,840,Asenath_1,mother,Ephraim_1,logical,GEN 45:52,,,,,,,,,,,,,,,,,,,
Ephraim_1:Asenath_1:841,841,Ephraim_1,son,Asenath_1,explicit,GEN 45:52,,,,,,,,,,,,,,,,,,,
Reuben_1:Hanoch_2:842,842,Reuben_1,father,Hanoch_2,logical,GEN 46:9,,,,,,,,,,,,,,,,,,,
Hanoch_2:Reuben_1:843,843,Hanoch_2,son,Reuben_1,explicit,GEN 46:9,,,,,,,,,,,,,,,,,,,
Reuben_1:Pallu_1:844,844,Reuben_1,father,Pallu_1,logical,GEN 46:9,,,,,,,,,,,,,,,,,,,
Pallu_1:Reuben_1:845,845,Pallu_1,son,Reuben_1,explicit,GEN 46:9,,,,,,,,,,,,,,,,,,,
Reuben_1:Hezron_1:846,846,Reuben_1,father,Hezron_1,logical,GEN 46:9,,,,,,,,,,,,,,,,,,,
Hezron_1:Reuben_1:847,847,Hezron_1,son,Reuben_1,explicit,GEN 46:9,,,,,,,,,,,,,,,,,,,
Reuben_1:Carmi_1:848,848,Reuben_1,father,Carmi_1,logical,GEN 46:9,,,,,,,,,,,,,,,,,,,
Carmi_1:Reuben_1:849,849,Carmi_1,son,Reuben_1,explicit,GEN 46:9,,,,,,,,,,,,,,,,,,,
Simeon_1:Jemuel_1:850,850,Simeon_1,father,Jemuel_1,logical,GEN 46:10,,,,,,,,,,,,,,,,,,,
Jemuel_1:Simeon_1:851,851,Jemuel_1,son,Simeon_1,explicit,GEN 46:10,,,,,,,,,,,,,,,,,,,
Simeon_1:Jamin_1:852,852,Simeon_1,father,Jamin_1,logical,GEN 46:10,,,,,,,,,,,,,,,,,,,
Jamin_1:Simeon_1:853,853,Jamin_1,son,Simeon_1,explicit,GEN 46:10,,,,,,,,,,,,,,,,,,,
Simeon_1:Ohad_1:854,854,Simeon_1,father,Ohad_1,logical,GEN 46:10,,,,,,,,,,,,,,,,,,,
Ohad_1:Simeon_1:855,855,Ohad_1,son,Simeon_1,explicit,GEN 46:10,,,,,,,,,,,,,,,,,,,
Simeon_1:Jachin_1:856,856,Simeon_1,father,Jachin_1,logical,GEN 46:10,,,,,,,,,,,,,,,,,,,
Jachin_1:Simeon_1:857,857,Jachin_1,son,Simeon_1,explicit,GEN 46:10,,,,,,,,,,,,,,,,,,,
Simeon_1:Zohar_2:858,858,Simeon_1,father,Zohar_2,logical,GEN 46:10,,,,,,,,,,,,,,,,,,,
Zohar_2:Simeon_1:859,859,Zohar_2,son,Simeon_1,explicit,GEN 46:10,,,,,,,,,,,,,,,,,,,
Simeon_1:Shaul_2:860,860,Simeon_1,father,Shaul_2,logical,GEN 46:10,,,,,,,,,,,,,,,,,,,
Shaul_2:Simeon_1:861,861,Shaul_2,son,Simeon_1,explicit,GEN 46:10,,,,,,,,,,,,,,,,,,,
Levi_1:Gershon_1:862,862,Levi_1,father,Gershon_1,logical,GEN 46:11,,,,,,,,,,,,,,,,,,,
Gershon_1:Levi_1:863,863,Gershon_1,son,Levi_1,explicit,GEN 46:11,,,,,,,,,,,,,,,,,,,
Levi_1:Kohath_1:864,864,Levi_1,father,Kohath_1,logical,GEN 46:11,,,,,,,,,,,,,,,,,,,
Kohath_1:Levi_1:865,865,Kohath_1,son,Levi_1,explicit,GEN 46:11,,,,,,,,,,,,,,,,,,,
Levi_1:Merari_1:866,866,Levi_1,father,Merari_1,logical,GEN 46:11,,,,,,,,,,,,,,,,,,,
Merari_1:Levi_1:867,867,Merari_1,son,Levi_1,explicit,GEN 46:11,,,,,,,,,,,,,,,,,,,
Perez_1:Hezron_2:868,868,Perez_1,father,Hezron_2,logical,GEN 46:12,,,,,,,,,,,,,,,,,,,
Hezron_2:Perez_1:869,869,Hezron_2,son,Perez_1,explicit,GEN 46:12,,,,,,,,,,,,,,,,,,,
Perez_1:Hamul_1:870,870,Perez_1,father,Hamul_1,logical,GEN 46:12,,,,,,,,,,,,,,,,,,,
Hamul_1:Perez_1:871,871,Hamul_1,son,Perez_1,explicit,GEN 46:12,,,,,,,,,,,,,,,,,,,
Issachar_1:Tola_1:872,872,Issachar_1,father,Tola_1,logical,GEN 46:13,,,,,,,,,,,,,,,,,,,
Tola_1:Issachar_1:873,873,Tola_1,son,Issachar_1,explicit,GEN 46:13,,,,,,,,,,,,,,,,,,,
Issachar_1:Puvvah_1:874,874,Issachar_1,father,Puvvah_1,logical,GEN 46:13,,,,,,,,,,,,,,,,,,,
Puvvah_1:Issachar_1:875,875,Puvvah_1,son,Issachar_1,explicit,GEN 46:13,,,,,,,,,,,,,,,,,,,
Issachar_1:Iob_1:876,876,Issachar_1,father,Iob_1,logical,GEN 46:13,,,,,,,,,,,,,,,,,,,
Iob_1:Issachar_1:877,877,Iob_1,son,Issachar_1,explicit,GEN 46:13,,,,,,,,,,,,,,,,,,,
Issachar_1:Shimron_1:878,878,Issachar_1,father,Shimron_1,logical,GEN 46:13,,,,,,,,,,,,,,,,,,,
Shimron_1:Issachar_1:879,879,Shimron_1,son,Issachar_1,explicit,GEN 46:13,,,,,,,,,,,,,,,,,,,
Zebulun_1:Sered_1:880,880,Zebulun_1,father,Sered_1,logical,GEN 46:14,,,,,,,,,,,,,,,,,,,
Sered_1:Zebulun_1:881,881,Sered_1,son,Zebulun_1,explicit,GEN 46:14,,,,,,,,,,,,,,,,,,,
Zebulun_1:Elon_2:882,882,Zebulun_1,father,Elon_2,logical,GEN 46:14,,,,,,,,,,,,,,,,,,,
Elon_2:Zebulun_1:883,883,Elon_2,son,Zebulun_1,explicit,GEN 46:14,,,,,,,,,,,,,,,,,,,
Zebulun_1:Jahleel_1:884,884,Zebulun_1,father,Jahleel_1,logical,GEN 46:14,,,,,,,,,,,,,,,,,,,
Jahleel_1:Zebulun_1:885,885,Jahleel_1,son,Zebulun_1,explicit,GEN 46:14,,,,,,,,,,,,,,,,,,,
Gad_1:Ziphion_1:886,886,Gad_1,father,Ziphion_1,logical,GEN 46:16,,,,,,,,,,,,,,,,,,,
Ziphion_1:Gad_1:887,887,Ziphion_1,son,Gad_1,explicit,GEN 46:16,,,,,,,,,,,,,,,,,,,
Gad_1:Haggi_1:888,888,Gad_1,father,Haggi_1,logical,GEN 46:16,,,,,,,,,,,,,,,,,,,
Haggi_1:Gad_1:889,889,Haggi_1,son,Gad_1,explicit,GEN 46:16,,,,,,,,,,,,,,,,,,,
Gad_1:Shuni_1:890,890,Gad_1,father,Shuni_1,logical,GEN 46:16,,,,,,,,,,,,,,,,,,,
Shuni_1:Gad_1:891,891,Shuni_1,son,Gad_1,explicit,GEN 46:16,,,,,,,,,,,,,,,,,,,
Gad_1:Ezbon_1:892,892,Gad_1,father,Ezbon_1,logical,GEN 46:16,,,,,,,,,,,,,,,,,,,
Ezbon_1:Gad_1:893,893,Ezbon_1,son,Gad_1,explicit,GEN 46:16,,,,,,,,,,,,,,,,,,,
Gad_1:Eri_1:894,894,Gad_1,father,Eri_1,logical,GEN 46:16,,,,,,,,,,,,,,,,,,,
Eri_1:Gad_1:895,895,Eri_1,son,Gad_1,explicit,GEN 46:16,,,,,,,,,,,,,,,,,,,
Gad_1:Arodi_1:896,896,Gad_1,father,Arodi_1,logical,GEN 46:16,,,,,,,,,,,,,,,,,,,
Arodi_1:Gad_1:897,897,Arodi_1,son,Gad_1,explicit,GEN 46:16,,,,,,,,,,,,,,,,,,,
Gad_1:Areli_1:898,898,Gad_1,father,Areli_1,logical,GEN 46:16,,,,,,,,,,,,,,,,,,,
Areli_1:Gad_1:899,899,Areli_1,son,Gad_1,explicit,GEN 46:16,,,,,,,,,,,,,,,,,,,
Asher_1:Imnah_1:900,900,Asher_1,father,Imnah_1,logical,GEN 46:17,,,,,,,,,,,,,,,,,,,
Imnah_1:Asher_1:901,901,Imnah_1,son,Asher_1,explicit,GEN 46:17,,,,,,,,,,,,,,,,,,,
Asher_1:Ishvah_1:902,902,Asher_1,father,Ishvah_1,logical,GEN 46:17,,,,,,,,,,,,,,,,,,,
Ishvah_1:Asher_1:903,903,Ishvah_1,son,Asher_1,explicit,GEN 46:17,,,,,,,,,,,,,,,,,,,
Asher_1:Ishvi_1:904,904,Asher_1,father,Ishvi_1,logical,GEN 46:17,,,,,,,,,,,,,,,,,,,
Ishvi_1:Asher_1:905,905,Ishvi_1,son,Asher_1,explicit,GEN 46:17,,,,,,,,,,,,,,,,,,,
Asher_1:Beriah_1:906,906,Asher_1,father,Beriah_1,logical,GEN 46:17,,,,,,,,,,,,,,,,,,,
Beriah_1:Asher_1:907,907,Beriah_1,son,Asher_1,explicit,GEN 46:17,,,,,,,,,,,,,,,,,,,
Asher_1:Serah_1:908,908,Asher_1,father,Serah_1,logical,GEN 46:17,,,,,,,,,,,,,,,,,,,
Serah_1:Asher_1:909,909,Serah_1,daughter,Asher_1,explicit,GEN 46:17,,,,,,,,,,,,,,,,,,,
Beriah_1:Heber_1:910,910,Beriah_1,father,Heber_1,logical,GEN 46:17,,,,,,,,,,,,,,,,,,,
Heber_1:Beriah_1:911,911,Heber_1,son,Beriah_1,explicit,GEN 46:17,,,,,,,,,,,,,,,,,,,
Beriah_1:Malchiel_1:912,912,Beriah_1,father,Malchiel_1,logical,GEN 46:17,,,,,,,,,,,,,,,,,,,
Malchiel_1:Beriah_1:913,913,Malchiel_1,son,Beriah_1,explicit,GEN 46:17,,,,,,,,,,,,,,,,,,,
Benjamin_1:Bela_2:914,914,Benjamin_1,father,Bela_2,logical,GEN 46:21,,,,,,,,,,,,,,,,,,,
Bela_2:Benjamin_1:915,915,Bela_2,son,Benjamin_1,explicit,GEN 46:21,,,,,,,,,,,,,,,,,,,
Benjamin_1:Becher_1:916,916,Benjamin_1,father,Becher_1,logical,GEN 46:21,,,,,,,,,,,,,,,,,,,
Becher_1:Benjamin_1:917,917,Becher_1,son,Benjamin_1,explicit,GEN 46:21,,,,,,,,,,,,,,,,,,,
Benjamin_1:Ashbel_1:918,918,Benjamin_1,father,Ashbel_1,logical,GEN 46:21,,,,,,,,,,,,,,,,,,,
Ashbel_1:Benjamin_1:919,919,Ashbel_1,son,Benjamin_1,explicit,GEN 46:21,,,,,,,,,,,,,,,,,,,
Benjamin_1:Gera_1:920,920,Benjamin_1,father,Gera_1,logical,GEN 46:21,,,,,,,,,,,,,,,,,,,
Gera_1:Benjamin_1:921,921,Gera_1,son,Benjamin_1,explicit,GEN 46:21,,,,,,,,,,,,,,,,,,,
Benjamin_1:Naaman_1:922,922,Benjamin_1,ancestor,Naaman_1,logical,GEN 46:21,,,,,,,,,,,,,,,,,,,
Naaman_1:Benjamin_1:923,923,Naaman_1,descendant,Benjamin_1,explicit,GEN 46:21,,,,,,,,,,,,,,,,,,,
Benjamin_1:Ehi_1:924,924,Benjamin_1,father,Ehi_1,logical,GEN 46:21,,,,,,,,,,,,,,,,,,,
Ehi_1:Benjamin_1:925,925,Ehi_1,son,Benjamin_1,explicit,GEN 46:21,,,,,,,,,,,,,,,,,,,
Benjamin_1:Rosh_1:926,926,Benjamin_1,father,Rosh_1,logical,GEN 46:21,,,,,,,,,,,,,,,,,,,
Rosh_1:Benjamin_1:927,927,Rosh_1,son,Benjamin_1,explicit,GEN 46:21,,,,,,,,,,,,,,,,,,,
Benjamin_1:Muppim_1:928,928,Benjamin_1,ancestor,Muppim_1,logical,GEN 46:21,,,,,,,,,,,,,,,,,,,
Muppim_1:Benjamin_1:929,929,Muppim_1,descendant,Benjamin_1,explicit,GEN 46:21,,,,,,,,,,,,,,,,,,,
Benjamin_1:Huppim_1:930,930,Benjamin_1,ancestor,Huppim_1,logical,GEN 46:21,,,,,,,,,,,,,,,,,,,
Huppim_1:Benjamin_1:931,931,Huppim_1,descendant,Benjamin_1,explicit,GEN 46:21,,,,,,,,,,,,,,,,,,,
Benjamin_1:Ard_1:932,932,Benjamin_1,ancestor,Ard_1,logical,GEN 46:21,,,,,,,,,,,,,,,,,,,
Ard_1:Benjamin_1:933,933,Ard_1,descendant,Benjamin_1,explicit,GEN 46:21,,,,,,,,,,,,,,,,,,,
Dan_1:Hushim_1:934,934,Dan_1,father,Hushim_1,logical,GEN 46:23,,,,,,,,,,,,,,,,,,,
Hushim_1:Dan_1:935,935,Hushim_1,son,Dan_1,explicit,GEN 46:23,,,,,,,,,,,,,,,,,,,
Naphtali_1:Jahzeel_1:936,936,Naphtali_1,father,Jahzeel_1,logical,GEN 46:24,,,,,,,,,,,,,,,,,,,
Jahzeel_1:Naphtali_1:937,937,Jahzeel_1,son,Naphtali_1,explicit,GEN 46:24,,,,,,,,,,,,,,,,,,,
Naphtali_1:Guni_1:938,938,Naphtali_1,father,Guni_1,logical,GEN 46:24,,,,,,,,,,,,,,,,,,,
Guni_1:Naphtali_1:939,939,Guni_1,son,Naphtali_1,explicit,GEN 46:24,,,,,,,,,,,,,,,,,,,
Naphtali_1:Jezer_1:940,940,Naphtali_1,father,Jezer_1,logical,GEN 46:24,,,,,,,,,,,,,,,,,,,
Jezer_1:Naphtali_1:941,941,Jezer_1,son,Naphtali_1,explicit,GEN 46:24,,,,,,,,,,,,,,,,,,,
Naphtali_1:Shillem_1:942,942,Naphtali_1,father,Shillem_1,logical,GEN 46:24,,,,,,,,,,,,,,,,,,,
Shillem_1:Naphtali_1:943,943,Shillem_1,son,Naphtali_1,explicit,GEN 46:24,,,,,,,,,,,,,,,,,,,
Manasseh_1:Machir_1:944,944,Manasseh_1,father,Machir_1,logical,GEN 50:23,,,,,,,,,,,,,,,,,,,
Machir_1:Manasseh_1:945,945,Machir_1,son,Manasseh_1,explicit,GEN 50:23,,,,,,,,,,,,,,,,,,,
Reuel_2:Zipporah_1:946,946,Reuel_2,father,Zipporah_1,logical,EXO 2:21,,,,,,,,,,,,,,,,,,,
Zipporah_1:Reuel_2:947,947,Zipporah_1,daughter,Reuel_2,explicit,EXO 2:21,,,,,,,,,,,,,,,,,,,
Moses_1:Zipporah_1:948,948,Moses_1,husband,Zipporah_1,implicit,EXO 2:21,,,,,,,,,,,,,,,,,,,
Zipporah_1:Moses_1:949,949,Zipporah_1,wife,Moses_1,implicit,EXO 2:21,,,,,,,,,,,,,,,,,,,
Moses_1:Gershom_1:950,950,Moses_1,father,Gershom_1,logical,EXO 2:22,,,,,,,,,,,,,,,,,,,
Gershom_1:Moses_1:951,951,Gershom_1,son,Moses_1,logical,EXO 2:22,,,,,,,,,,,,,,,,,,,
Zipporah_1:Gershom_1:952,952,Zipporah_1,mother,Gershom_1,logical,EXO 2:22,,,,,,,,,,,,,,,,,,,
Gershom_1:Zipporah_1:953,953,Gershom_1,son,Zipporah_1,explicit,EXO 2:22,,,,,,,,,,,,,,,,,,,
Aaron_1:Moses_1:954,954,Aaron_1,brother,Moses_1,explicit,EXO 4:14,,,,,,,,,,,,,,,,,,,
Moses_1:Aaron_1:955,955,Moses_1,brother,Aaron_1,explicit,EXO 4:14,,,,,,,,,,,,,,,,,,,
Gershon_1:Libni_1:956,956,Gershon_1,father,Libni_1,logical,EXO 6:17,,,,,,,,,,,,,,,,,,,
Libni_1:Gershon_1:957,957,Libni_1,son,Gershon_1,explicit,EXO 6:17,,,,,,,,,,,,,,,,,,,
Gershon_1:Shimei_1:958,958,Gershon_1,father,Shimei_1,logical,EXO 6:17,,,,,,,,,,,,,,,,,,,
Shimei_1:Gershon_1:959,959,Shimei_1,son,Gershon_1,explicit,EXO 6:17,,,,,,,,,,,,,,,,,,,
Kohath_1:Amram_1:960,960,Kohath_1,father,Amram_1,logical,"EXO 6:18, NUM 26:58",,,,,,,,,,,,,,,,,,,
Amram_1:Kohath_1:961,961,Amram_1,son,Kohath_1,explicit,EXO 6:18,,,,,,,,,,,,,,,,,,,
Kohath_1:Izhar_1:962,962,Kohath_1,father,Izhar_1,logical,EXO 6:18,,,,,,,,,,,,,,,,,,,
Izhar_1:Kohath_1:963,963,Izhar_1,son,Kohath_1,explicit,EXO 6:18,,,,,,,,,,,,,,,,,,,
Kohath_1:Hebron_1:964,964,Kohath_1,father,Hebron_1,logical,EXO 6:18,,,,,,,,,,,,,,,,,,,
Hebron_1:Kohath_1:965,965,Hebron_1,son,Kohath_1,explicit,EXO 6:18,,,,,,,,,,,,,,,,,,,
Kohath_1:Uzziel_1:966,966,Kohath_1,father,Uzziel_1,logical,EXO 6:18,,,,,,,,,,,,,,,,,,,
Uzziel_1:Kohath_1:967,967,Uzziel_1,son,Kohath_1,explicit,EXO 6:18,,,,,,,,,,,,,,,,,,,
Merari_1:Mahli_1:968,968,Merari_1,father,Mahli_1,logical,EXO 6:19,,,,,,,,,,,,,,,,,,,
Mahli_1:Merari_1:969,969,Mahli_1,son,Merari_1,explicit,EXO 6:19,,,,,,,,,,,,,,,,,,,
Merari_1:Mushi_1:970,970,Merari_1,father,Mushi_1,logical,EXO 6:19,,,,,,,,,,,,,,,,,,,
Mushi_1:Merari_1:971,971,Mushi_1,son,Merari_1,explicit,EXO 6:19,,,,,,,,,,,,,,,,,,,
Kohath_1:Jochebed_1:972,972,Kohath_1,brother,Jochebed_1,logical,EXO 6:20,,,,,,,,,,,,,,,,,,,
Jochebed_1:Kohath_1:973,973,Jochebed_1,sister,Kohath_1,explicit,EXO 6:20,,,,,,,,,,,,,,,,,,,
Amram_1:Jochebed_1:974,974,Amram_1,husband,Jochebed_1,logical,"EXO 6:20, NUM 26:59",,,,,,,,,,,,,,,,,,,
Jochebed_1:Amram_1:975,975,Jochebed_1,wife,Amram_1,explicit,"EXO 6:20, NUM 26:59",,,,,,,,,,,,,,,,,,,
Amram_1:Aaron_1:976,976,Amram_1,father,Aaron_1,explicit,"EXO 6:20, NUM 26:59",,,,,,,,,,,,,,,,,,,
Aaron_1:Amram_1:977,977,Aaron_1,son,Amram_1,logical,"EXO 6:20, NUM 26:59",,,,,,,,,,,,,,,,,,,
Jochebed_1:Aaron_1:978,978,Jochebed_1,mother,Aaron_1,explicit,"EXO 6:20, NUM 26:59",,,,,,,,,,,,,,,,,,,
Aaron_1:Jochebed_1:979,979,Aaron_1,son,Jochebed_1,logical,"EXO 6:20, NUM 26:59",,,,,,,,,,,,,,,,,,,
Amram_1:Moses_1:980,980,Amram_1,father,Moses_1,explicit,"EXO 6:20, NUM 26:59",,,,,,,,,,,,,,,,,,,
Moses_1:Amram_1:981,981,Moses_1,son,Amram_1,logical,"EXO 6:20, NUM 26:59",,,,,,,,,,,,,,,,,,,
Jochebed_1:Moses_1:982,982,Jochebed_1,mother,Moses_1,explicit,"EXO 6:20, NUM 26:59",,,,,,,,,,,,,,,,,,,
Moses_1:Jochebed_1:983,983,Moses_1,son,Jochebed_1,logical,"EXO 6:20, NUM 26:59",,,,,,,,,,,,,,,,,,,
Izhar_1:Korah_3:984,984,Izhar_1,father,Korah_3,logical,EXO 6:21,,,,,,,,,,,,,,,,,,,
Korah_3:Izhar_1:985,985,Korah_3,son,Izhar_1,explicit,EXO 6:21,,,,,,,,,,,,,,,,,,,
Izhar_1:Nepheg_1:986,986,Izhar_1,father,Nepheg_1,logical,EXO 6:21,,,,,,,,,,,,,,,,,,,
Nepheg_1:Izhar_1:987,987,Nepheg_1,son,Izhar_1,explicit,EXO 6:21,,,,,,,,,,,,,,,,,,,
Izhar_1:Zichri_1:988,988,Izhar_1,father,Zichri_1,logical,EXO 6:21,,,,,,,,,,,,,,,,,,,
Zichri_1:Izhar_1:989,989,Zichri_1,son,Izhar_1,explicit,EXO 6:21,,,,,,,,,,,,,,,,,,,
Uzziel_1:Mishael_1:990,990,Uzziel_1,father,Mishael_1,logical,EXO 6:22,,,,,,,,,,,,,,,,,,,
Mishael_1:Uzziel_1:991,991,Mishael_1,son,Uzziel_1,explicit,EXO 6:22,,,,,,,,,,,,,,,,,,,
Uzziel_1:Elzaphan_1:992,992,Uzziel_1,father,Elzaphan_1,logical,EXO 6:22,,,,,,,,,,,,,,,,,,,
Elzaphan_1:Uzziel_1:993,993,Elzaphan_1,son,Uzziel_1,explicit,EXO 6:22,,,,,,,,,,,,,,,,,,,
Uzziel_1:Sithri_1:994,994,Uzziel_1,father,Sithri_1,logical,EXO 6:22,,,,,,,,,,,,,,,,,,,
Sithri_1:Uzziel_1:995,995,Sithri_1,son,Uzziel_1,explicit,EXO 6:22,,,,,,,,,,,,,,,,,,,
Aaron_1:Elisheba_1:996,996,Aaron_1,husband,Elisheba_1,logical,EXO 6:23,,,,,,,,,,,,,,,,,,,
Elisheba_1:Aaron_1:997,997,Elisheba_1,wife,Aaron_1,logical,EXO 6:23,,,,,,,,,,,,,,,,,,,
Amminadab_1:Elisheba_1:998,998,Amminadab_1,father,Elisheba_1,logical,EXO 6:23,,,,,,,,,,,,,,,,,,,
Elisheba_1:Amminadab_1:999,999,Elisheba_1,daughter,Amminadab_1,explicit,EXO 6:23,,,,,,,,,,,,,,,,,,,
Elisheba_1:Nahshon_1:1000,1000,Elisheba_1,sister,Nahshon_1,explicit,EXO 6:23,,,,,,,,,,,,,,,,,,,
Nahshon_1:Elisheba_1:1001,1001,Nahshon_1,brother,Elisheba_1,logical,EXO 6:23,,,,,,,,,,,,,,,,,,,
Amminadab_1:Nahshon_1:1002,1002,Amminadab_1,father,Nahshon_1,logical,EXO 6:23,,,,,,,,,,,,,,,,,,,
Nahshon_1:Amminadab_1:1003,1003,Nahshon_1,son,Amminadab_1,logical,EXO 6:23,,,,,,,,,,,,,,,,,,,
Aaron_1:Nadab_1:1004,1004,Aaron_1,father,Nadab_1,logical,"EXO 6:23, NUM 26:60",,,,,,,,,,,,,,,,,,,
Nadab_1:Aaron_1:1005,1005,Nadab_1,son,Aaron_1,logical,"EXO 6:23, NUM 26:60",,,,,,,,,,,,,,,,,,,
Elisheba_1:Nadab_1:1006,1006,Elisheba_1,mother,Nadab_1,logical,EXO 6:23,,,,,,,,,,,,,,,,,,,
Nadab_1:Elisheba_1:1007,1007,Nadab_1,son,Elisheba_1,logical,EXO 6:23,,,,,,,,,,,,,,,,,,,
Aaron_1:Abihu_1:1008,1008,Aaron_1,father,Abihu_1,logical,"EXO 6:23, NUM 26:60",,,,,,,,,,,,,,,,,,,
Abihu_1:Aaron_1:1009,1009,Abihu_1,son,Aaron_1,logical,"EXO 6:23, NUM 26:60",,,,,,,,,,,,,,,,,,,
Elisheba_1:Abihu_1:1010,1010,Elisheba_1,mother,Abihu_1,logical,EXO 6:23,,,,,,,,,,,,,,,,,,,
Abihu_1:Elisheba_1:1011,1011,Abihu_1,son,Elisheba_1,logical,EXO 6:23,,,,,,,,,,,,,,,,,,,
Aaron_1:Eleazar_1:1012,1012,Aaron_1,father,Eleazar_1,logical,"EXO 6:23, NUM 26:60",,,,,,,,,,,,,,,,,,,
Eleazar_1:Aaron_1:1013,1013,Eleazar_1,son,Aaron_1,logical,"EXO 6:23, NUM 26:60",,,,,,,,,,,,,,,,,,,
Elisheba_1:Eleazar_1:1014,1014,Elisheba_1,mother,Eleazar_1,logical,EXO 6:23,,,,,,,,,,,,,,,,,,,
Eleazar_1:Elisheba_1:1015,1015,Eleazar_1,son,Elisheba_1,logical,EXO 6:23,,,,,,,,,,,,,,,,,,,
Aaron_1:Ithamar_1:1016,1016,Aaron_1,father,Ithamar_1,logical,"EXO 6:23, NUM 26:60",,,,,,,,,,,,,,,,,,,
Ithamar_1:Aaron_1:1017,1017,Ithamar_1,son,Aaron_1,logical,"EXO 6:23, NUM 26:60",,,,,,,,,,,,,,,,,,,
Elisheba_1:Ithamar_1:1018,1018,Elisheba_1,mother,Ithamar_1,logical,EXO 6:23,,,,,,,,,,,,,,,,,,,
Ithamar_1:Elisheba_1:1019,1019,Ithamar_1,son,Elisheba_1,logical,EXO 6:23,,,,,,,,,,,,,,,,,,,
