person_relationship_id,person_relationship_sequence,person_id_1,relationship_type,person_id_2,relationship_category,reference_id,relationship_notes
Rimmon_1:Rechab_1:1525,1525,Rimmon_1,father,Rechab_1,inferred,2SA 4:2,
Rechab_1:Rimmon_1:1526,1526,Rechab_1,son,Rimmon_1,explicit,2SA 4:2,
Benjamin_1:Rimmon_1:1527,1527,Benjamin_1,ancestor,Rimmon_1,inferred,2SA 4:2,
Rimmon_1:Benjamin_1:1528,1528,Rimmon_1,descendant,Benjamin_1,explicit,2SA 4:2,
Jonathan_2:Mephibosheth_1:1529,1529,Jonathan_2,father,Mephibosheth_1,inferred,2SA 4:4,
Mephibosheth_1:Jonathan_2:1530,1530,Mephibosheth_1,son,Jonathan_2,explicit,2SA 4:4,
Baanah_1:Ish-bosheth_1:1531,1531,Baanah_1,killer,Ish-bosheth_1,explicit,2SA 4:6,
Rimmon_1:Ish-bosheth_1:1532,1532,Rimmon_1,killer,Ish-bosheth_1,explicit,2SA 4:6,
Ish-bosheth_1:Baanah_1:1533,1533,Ish-bosheth_1,killed by,Baanah_1,inferred,2SA 4:6,
Ish-bosheth_1:Rimmon_1:1534,1534,Ish-bosheth_1,killed by,Rimmon_1,inferred,2SA 4:6,
David_1:Shammua_2:1535,1535,David_1,father,Shammua_2,inferred,2SA 5:14,
Shammua_2:David_1:1536,1536,Shammua_2,son,David_1,explicit,2SA 5:14,
David_1:Shobab_1:1537,1537,David_1,father,Shobab_1,inferred,2SA 5:14,
Shobab_1:David_1:1538,1538,Shobab_1,son,David_1,explicit,2SA 5:14,
David_1:Nathan_1:1539,1539,David_1,father,Nathan_1,inferred,2SA 5:14,
Nathan_1:David_1:1540,1540,Nathan_1,son,David_1,explicit,2SA 5:14,
David_1:Solomon_1:1541,1541,David_1,father,Solomon_1,inferred,2SA 5:14,
Solomon_1:David_1:1542,1542,Solomon_1,son,David_1,explicit,2SA 5:14,
David_1:Ibhar_1:1543,1543,David_1,father,Ibhar_1,inferred,2SA 5:15,
Ibhar_1:David_1:1544,1544,Ibhar_1,son,David_1,explicit,2SA 5:15,
David_1:Elishua_1:1545,1545,David_1,father,Elishua_1,inferred,2SA 5:15,
Elishua_1:David_1:1546,1546,Elishua_1,son,David_1,explicit,2SA 5:15,
David_1:Nepheg_2:1547,1547,David_1,father,Nepheg_2,inferred,2SA 5:15,
Nepheg_2:David_1:1548,1548,Nepheg_2,son,David_1,explicit,2SA 5:15,
David_1:Japhia_2:1549,1549,David_1,father,Japhia_2,inferred,2SA 5:15,
Japhia_2:David_1:1550,1550,Japhia_2,son,David_1,explicit,2SA 5:15,
David_1:Elishama_2:1551,1551,David_1,father,Elishama_2,inferred,2SA 5:16,
Elishama_2:David_1:1552,1552,Elishama_2,son,David_1,explicit,2SA 5:16,
David_1:Eliada_1:1553,1553,David_1,father,Eliada_1,inferred,2SA 5:16,
Eliada_1:David_1:1554,1554,Eliada_1,son,David_1,explicit,2SA 5:16,
David_1:Eliphelet_1:1555,1555,David_1,father,Eliphelet_1,inferred,2SA 5:16,
Eliphelet_1:David_1:1556,1556,Eliphelet_1,son,David_1,explicit,2SA 5:16,
Abinadab_1:Uzzah_1:1557,1557,Abinadab_1,father,Uzzah_1,inferred,2SA 6:3,
Uzzah_1:Abinadab_1:1558,1558,Uzzah_1,son,Abinadab_1,explicit,2SA 6:3,
Abinadab_1:Ahio_1:1559,1559,Abinadab_1,father,Ahio_1,inferred,2SA 6:3,
Ahio_1:Abinadab_1:1560,1560,Ahio_1,son,Abinadab_1,explicit,2SA 6:3,
Toi_1:Joram_1:1561,1561,Toi_1,father,Joram_1,inferred,2SA 8:10,
Joram_1:Toi_1:1562,1562,Joram_1,son,Toi_1,explicit,2SA 8:10,
Ahilud_1:Jehoshaphat_1:1563,1563,Ahilud_1,father,Jehoshaphat_1,inferred,2SA 8:16,
Jehoshaphat_1:Ahilud_1:1564,1564,Jehoshaphat_1,son,Ahilud_1,explicit,2SA 8:16,
Ahitub_2:Zadok_1:1565,1565,Ahitub_2,grandfather,Zadok_1,inferred,2SA 8:17,"The text says ""father"", however 1CH 9:11 indicates grandfather"
Zadok_1:Ahitub_2:1566,1566,Zadok_1,grandson,Ahitub_2,explicit,2SA 8:17,"The text says ""father"", however 1CH 9:11 indicates grandfather/grandson"
Abiathar_1:Ahimelech_3:1567,1567,Abiathar_1,father,Ahimelech_3,inferred,2SA 8:17,
Ahimelech_3:Abiathar_1:1568,1568,Ahimelech_3,son,Abiathar_1,explicit,2SA 8:17,
Jehoiada_1:Benaiah_1:1569,1569,Jehoiada_1,father,Benaiah_1,inferred,2SA 8:18,
Benaiah_1:Jehoiada_1:1570,1570,Benaiah_1,son,Jehoiada_1,explicit,2SA 8:18,
Ammiel_2:Machir_2:1571,1571,Ammiel_2,father,Machir_2,inferred,2SA 9:4,
Machir_2:Ammiel_2:1572,1572,Machir_2,son,Ammiel_2,explicit,2SA 9:4,
Mephibosheth_1:Mica_1:1573,1573,Mephibosheth_1,father,Mica_1,inferred,2SA 9:12,
Mica_1:Mephibosheth_1:1574,1574,Mica_1,son,Mephibosheth_1,explicit,2SA 9:12,
Nahash_1:Hanun_1:1575,1575,Nahash_1,father,Hanun_1,inferred,2SA 10:2,
Hanun_1:Nahash_1:1576,1576,Hanun_1,son,Nahash_1,explicit,2SA 10:2,
Eliam_1:Bathsheba_1:1577,1577,Eliam_1,father,Bathsheba_1,inferred,2SA 11:3,
Bathsheba_1:Eliam_1:1578,1578,Bathsheba_1,daughter,Eliam_1,explicit,2SA 11:3,
Uriah_1:Bathsheba_1:1579,1579,Uriah_1,husband,Bathsheba_1,inferred,2SA 11:3,
Bathsheba_1:Uriah_1:1580,1580,Bathsheba_1,wife,Uriah_1,explicit,2SA 11:3,
Jerubbesheth_1:Abimelech_3:1581,1581,Jerubbesheth_1,father,Abimelech_3,inferred,2SA 11:21,
Abimelech_3:Jerubbesheth_1:1582,1582,Abimelech_3,son,Jerubbesheth_1,explicit,2SA 11:21,
David_1:Bathsheba_1:1583,1583,David_1,husband,Bathsheba_1,inferred,2SA 11:27,
Bathsheba_1:David_1:1584,1584,Bathsheba_1,wife,David_1,explicit,2SA 11:27,
Bathsheba_1:Solomon_1:1585,1585,Bathsheba_1,mother,Solomon_1,inferred,2SA 12:24,
Solomon_1:Bathsheba_1:1586,1586,Solomon_1,son,Bathsheba_1,explicit,2SA 12:24,
David_1:Tamar_2:1587,1587,David_1,father,Tamar_2,inferred,2SA 13:1,
Tamar_2:David_1:1588,1588,Tamar_2,daughter,David_1,inferred,2SA 13:1,
Absalom_1:Tamar_2:1589,1589,Absalom_1,brother,Tamar_2,inferred,2SA 13:1,
Tamar_2:Absalom_1:1590,1590,Tamar_2,sister,Absalom_1,explicit,2SA 13:1,
Shammah_2:Jonadab_1:1591,1591,Shammah_2,father,Jonadab_1,inferred,2SA 13:3,
Jonadab_1:Shammah_2:1592,1592,Jonadab_1,son,Shammah_2,explicit,2SA 13:3,
Shammah_2:David_1:1593,1593,Shammah_2,brother,David_1,explicit,2SA 13:3,"2SA 13:3 calls Shammah ""Shimeah"""
David_1:Shammah_2:1594,1594,David_1,brother,Shammah_2,inferred,2SA 13:3,"2SA 13:3 calls Shammah ""Shimeah"""
Amnon_1:Tamar_2:1595,1595,Amnon_1,raper,Tamar_2,explicit,2SA 13:14,
Tamar_2:Amnon_1:1596,1596,Tamar_2,victim,Amnon_1,inferred,2SA 13:14,
Ammihud_4:Talmai_2:1597,1597,Ammihud_4,father,Talmai_2,inferred,2SA 13:37,
Talmai_2:Ammihud_4:1598,1598,Talmai_2,son,Ammihud_4,explicit,2SA 13:37,
Absalom_1:Tamar_3:1599,1599,Absalom_1,father,Tamar_3,inferred,2SA 14:27,
Tamar_3:Absalom_1:1600,1600,Tamar_3,daughter,Absalom_1,explicit,2SA 14:27,
Zadok_1:Ahimaaz_2:1601,1601,Zadok_1,father,Ahimaaz_2,inferred,2SA 15:27,
Ahimaaz_2:Zadok_1:1602,1602,Ahimaaz_2,son,Zadok_1,explicit,2SA 15:27,
Abiathar_1:Jonathan_3:1603,1603,Abiathar_1,father,Jonathan_3,inferred,2SA 15:27,
Jonathan_3:Abiathar_1:1604,1604,Jonathan_3,son,Abiathar_1,explicit,2SA 15:27,
Gera_3:Shimei_2:1605,1605,Gera_3,father,Shimei_2,inferred,2SA 16:5,
Shimei_2:Gera_3:1606,1606,Shimei_2,son,Gera_3,explicit,2SA 16:5,
Ithra_1:Amasa_1:1607,1607,Ithra_1,father,Amasa_1,inferred,2SA 17:25,"Jether was the father (1KI 2:5, 1KI 2:32, 1CH 2:17)"
Amasa_1:Ithra_1:1608,1608,Amasa_1,son,Ithra_1,explicit,2SA 17:25,"Jether was the father (1KI 2:5, 1KI 2:32, 1CH 2:17)"
Abigail_2:Amasa_1:1609,1609,Abigail_2,mother,Amasa_1,inferred,2SA 17:25,
Amasa_1:Abigail_2:1610,1610,Amasa_1,son,Abigail_2,inferred,2SA 17:25,
Abigail_2:Zeruiah_1:1611,1611,Abigail_2,sister,Zeruiah_1,explicit,2SA 17:25,
Zeruiah_1:Abigail_2:1612,1612,Zeruiah_1,sister,Abigail_2,inferred,2SA 17:25,
Nahash_1:Abigail_2:1613,1613,Nahash_1,father,Abigail_2,inferred,2SA 17:25,
Abigail_2:Nahash_1:1614,1614,Abigail_2,daughter,Nahash_1,explicit,2SA 17:25,
Amasa_1:Joab_1:1615,1615,Amasa_1,half-brother,Joab_1,inferred,2SA 17:25,
Joab_1:Amasa_1:1616,1616,Joab_1,half-brother,Amasa_1,inferred,2SA 17:25,
Nahash_1:Shobi_1:1617,1617,Nahash_1,father,Shobi_1,inferred,2SA 17:27,
Shobi_1:Nahash_1:1618,1618,Shobi_1,son,Nahash_1,explicit,2SA 17:27,
Joab_1:Absalom_1:1619,1619,Joab_1,killer,Absalom_1,explicit,2SA 18:14,
Absalom_1:Joab_1:1620,1620,Absalom_1,killed by,Joab_1,inferred,2SA 18:14,
Bichri_1:Sheba_4:1621,1621,Bichri_1,father,Sheba_4,inferred,2SA 20:1,
Sheba_4:Bichri_1:1622,1622,Sheba_4,son,Bichri_1,explicit,2SA 20:1,
Joab_1:Amasa_1:1623,1623,Joab_1,killer,Amasa_1,explicit,2SA 20:10,
Amasa_1:Joab_1:1624,1624,Amasa_1,killed by,Joab_1,inferred,2SA 20:10,
Levi_1:Ira_1:1625,1625,Levi_1,ancestor,Ira_1,inferred,2SA 20:26,"inferred since he was a ""priest to David"""
Ira_1:Levi_1:1626,1626,Ira_1,descendant,Levi_1,inferred,2SA 20:26,"inferred since he was a ""priest to David"""
Saul_1:Armoni_1:1627,1627,Saul_1,father,Armoni_1,inferred,2SA 21:8,
Armoni_1:Saul_1:1628,1628,Armoni_1,son,Saul_1,explicit,2SA 21:8,
Rizpah_1:Armoni_1:1629,1629,Rizpah_1,mother,Armoni_1,inferred,2SA 21:8,
Armoni_1:Rizpah_1:1630,1630,Armoni_1,son,Rizpah_1,explicit,2SA 21:8,
Saul_1:Mephibosheth_2:1631,1631,Saul_1,father,Mephibosheth_2,inferred,2SA 21:8,
Mephibosheth_2:Saul_1:1632,1632,Mephibosheth_2,son,Saul_1,explicit,2SA 21:8,
Rizpah_1:Mephibosheth_2:1633,1633,Rizpah_1,mother,Mephibosheth_2,inferred,2SA 21:8,
Mephibosheth_2:Rizpah_1:1634,1634,Mephibosheth_2,son,Rizpah_1,explicit,2SA 21:8,
Raphah_1:Ishbi-benob_1:1635,1635,Raphah_1,father,Ishbi-benob_1,inferred,2SA 21:16,
Ishbi-benob_1:Raphah_1:1636,1636,Ishbi-benob_1,son,Raphah_1,explicit,2SA 21:16,
Raphah_1:Saph_1:1637,1637,Raphah_1,ancestor,Saph_1,inferred,2SA 21:18,
Saph_1:Raphah_1:1638,1638,Saph_1,descendant,Raphah_1,explicit,2SA 21:18,
Jaare-oregim_1:Elhanan_1:1639,1639,Jaare-oregim_1,father,Elhanan_1,inferred,2SA 21:19,
Elhanan_1:Jaare-oregim_1:1640,1640,Elhanan_1,son,Jaare-oregim_1,explicit,2SA 21:19,
Shammah_2:Jonathan_4:1641,1641,Shammah_2,father,Jonathan_4,inferred,2SA 21:21,
Jonathan_4:Shammah_2:1642,1642,Jonathan_4,son,Shammah_2,explicit,2SA 21:21,
Dodo_2:Eleazar_3:1643,1643,Dodo_2,father,Eleazar_3,inferred,2SA 23:9,
Eleazar_3:Dodo_2:1644,1644,Eleazar_3,son,Dodo_2,explicit,2SA 23:9,
Agee_1:Shammah_3:1645,1645,Agee_1,father,Shammah_3,inferred,2SA 23:11,
Shammah_3:Agee_1:1646,1646,Shammah_3,son,Agee_1,explicit,2SA 23:11,
Ikkesh_1:Ira_2:1647,1647,Ikkesh_1,father,Ira_2,inferred,2SA 23:26,
Ira_2:Ikkesh_1:1648,1648,Ira_2,son,Ikkesh_1,explicit,2SA 23:26,
Baanah_2:Heleb_1:1649,1649,Baanah_2,father,Heleb_1,inferred,2SA 23:29,
Heleb_1:Baanah_2:1650,1650,Heleb_1,son,Baanah_2,explicit,2SA 23:29,
Ribai_1:Ittai_1:1651,1651,Ribai_1,father,Ittai_1,inferred,2SA 23:29,
Ittai_1:Ribai_1:1652,1652,Ittai_1,son,Ribai_1,explicit,2SA 23:29,
Benjamin_1:Ribai_1:1653,1653,Benjamin_1,ancestor,Ribai_1,inferred,2SA 23:29,
Ribai_1:Benjamin_1:1654,1654,Ribai_1,descendant,Benjamin_1,explicit,2SA 23:29,
Eliahba_1:Jashen_1:1655,1655,Eliahba_1,father,Jashen_1,inferred,2SA 23:32,
Jashen_1:Eliahba_1:1656,1656,Jashen_1,son,Eliahba_1,explicit,2SA 23:32,
Eliahba_1:Jonathan_5:1657,1657,Eliahba_1,father,Jonathan_5,inferred,2SA 23:32,
Jonathan_5:Eliahba_1:1658,1658,Jonathan_5,son,Eliahba_1,explicit,2SA 23:32,
Sharar_1:Ahiam_1:1659,1659,Sharar_1,father,Ahiam_1,inferred,2SA 23:33,
Ahiam_1:Sharar_1:1660,1660,Ahiam_1,son,Sharar_1,explicit,2SA 23:33,
Ahasbai_1:Eliphelet_2:1661,1661,Ahasbai_1,father,Eliphelet_2,inferred,2SA 23:34,
Eliphelet_2:Ahasbai_1:1662,1662,Eliphelet_2,son,Ahasbai_1,explicit,2SA 23:34,
Ahithophel_1:Eliam_2:1663,1663,Ahithophel_1,father,Eliam_2,inferred,2SA 23:34,
Eliam_2:Ahithophel_1:1664,1664,Eliam_2,son,Ahithophel_1,explicit,2SA 23:34,
Nathan_3:Igal_2:1665,1665,Nathan_3,father,Igal_2,inferred,2SA 23:36,
Igal_2:Nathan_3:1666,1666,Igal_2,son,Nathan_3,explicit,2SA 23:36,
Benaiah_1:Adonijah_1:1667,1667,Benaiah_1,killer,Adonijah_1,explicit,1KI 2:25,
Adonijah_1:Benaiah_1:1668,1668,Adonijah_1,killed by,Benaiah_1,inferred,1KI 2:25,
Benaiah_1:Joab_1:1669,1669,Benaiah_1,killer,Joab_1,explicit,1KI 2:34,
Joab_1:Benaiah_1:1670,1670,Joab_1,killed by,Benaiah_1,inferred,1KI 2:34,
Benaiah_1:Shimei_2:1671,1671,Benaiah_1,killer,Shimei_2,explicit,1KI 2:46,
Shimei_2:Benaiah_1:1672,1672,Shimei_2,killed by,Benaiah_1,inferred,1KI 2:46,
Zadok_1:Azariah_1:1673,1673,Zadok_1,father,Azariah_1,inferred,1KI 4:2,
Azariah_1:Zadok_1:1674,1674,Azariah_1,son,Zadok_1,explicit,1KI 4:2,
Shisha_1:Elihoreph_1:1675,1675,Shisha_1,father,Elihoreph_1,inferred,1KI 4:3,
Elihoreph_1:Shisha_1:1676,1676,Elihoreph_1,son,Shisha_1,explicit,1KI 4:3,
Shisha_1:Ahijah_2:1677,1677,Shisha_1,father,Ahijah_2,inferred,1KI 4:3,
Ahijah_2:Shisha_1:1678,1678,Ahijah_2,son,Shisha_1,explicit,1KI 4:3,
Nathan_4:Azariah_2:1679,1679,Nathan_4,father,Azariah_2,inferred,1KI 4:5,
Azariah_2:Nathan_4:1680,1680,Azariah_2,son,Nathan_4,explicit,1KI 4:5,
Nathan_5:Zabud_1:1681,1681,Nathan_5,father,Zabud_1,inferred,1KI 4:5,
Zabud_1:Nathan_5:1682,1682,Zabud_1,son,Nathan_5,explicit,1KI 4:5,
Abda_1:Adoniram_1:1683,1683,Abda_1,father,Adoniram_1,inferred,1KI 4:6,
Adoniram_1:Abda_1:1684,1684,Adoniram_1,son,Abda_1,explicit,1KI 4:6,
Solomon_1:Taphath_1:1685,1685,Solomon_1,father,Taphath_1,inferred,1KI 4:11,
Taphath_1:Solomon_1:1686,1686,Taphath_1,daughter,Solomon_1,explicit,1KI 4:11,
Ben-abinadab_1:Taphath_1:1687,1687,Ben-abinadab_1,husband,Taphath_1,inferred,1KI 4:11,
Taphath_1:Ben-abinadab_1:1688,1688,Taphath_1,wife,Ben-abinadab_1,explicit,1KI 4:11,
Ahilud_2:Baana_1:1689,1689,Ahilud_2,father,Baana_1,inferred,1KI 4:12,
Baana_1:Ahilud_2:1690,1690,Baana_1,son,Ahilud_2,explicit,1KI 4:12,
Ben-geber_1:Manasseh_1:1691,1691,Ben-geber_1,ancestor,Manasseh_1,inferred,1KI 4:13,
Manasseh_1:Ben-geber_1:1692,1692,Manasseh_1,descendant,Ben-geber_1,explicit,1KI 4:13,
Iddo_1:Ahinadab_1:1693,1693,Iddo_1,father,Ahinadab_1,inferred,1KI 4:14,
Ahinadab_1:Iddo_1:1694,1694,Ahinadab_1,son,Iddo_1,explicit,1KI 4:14,
Ahimaaz_3:Basemath_2:1695,1695,Ahimaaz_3,husband,Basemath_2,explicit,1KI 4:15,
Basemath_2:Ahimaaz_3:1696,1696,Basemath_2,wife,Ahimaaz_3,inferred,1KI 4:15,
Solomon_1:Basemath_2:1697,1697,Solomon_1,father,Basemath_2,inferred,1KI 4:15,
Basemath_2:Solomon_1:1698,1698,Basemath_2,daughter,Solomon_1,explicit,1KI 4:15,
Hushai_2:Baana_2:1699,1699,Hushai_2,father,Baana_2,inferred,1KI 4:16,
Baana_2:Hushai_2:1700,1700,Baana_2,son,Hushai_2,explicit,1KI 4:16,
Paruah_1:Jehoshaphat_2:1701,1701,Paruah_1,father,Jehoshaphat_2,inferred,1KI 4:17,
Jehoshaphat_2:Paruah_1:1702,1702,Jehoshaphat_2,son,Paruah_1,explicit,1KI 4:17,
Ela_1:Shimei_4:1703,1703,Ela_1,father,Shimei_4,inferred,1KI 4:18,
Shimei_4:Ela_1:1704,1704,Shimei_4,son,Ela_1,explicit,1KI 4:18,
Uri_2:Geber_1:1705,1705,Uri_2,father,Geber_1,inferred,1KI 4:19,
Geber_1:Uri_2:1706,1706,Geber_1,son,Uri_2,explicit,1KI 4:19,
Mahol_1:Heman_1:1707,1707,Mahol_1,father,Heman_1,inferred,1KI 4:31,
Heman_1:Mahol_1:1708,1708,Heman_1,son,Mahol_1,explicit,1KI 4:31,
Mahol_1:Calcol_1:1709,1709,Mahol_1,father,Calcol_1,inferred,1KI 4:31,
Calcol_1:Mahol_1:1710,1710,Calcol_1,son,Mahol_1,explicit,1KI 4:31,
Mahol_1:Darda_1:1711,1711,Mahol_1,father,Darda_1,inferred,1KI 4:31,
Darda_1:Mahol_1:1712,1712,Darda_1,son,Mahol_1,explicit,1KI 4:31,
Naphtali_1:Hiram_2:1713,1713,Naphtali_1,ancestor,Hiram_2,inferred,1KI 7:14,
Hiram_2:Naphtali_1:1714,1714,Hiram_2,descendant,Naphtali_1,explicit,1KI 7:14,
Pharaoh_4:Tahpenes_1:1715,1715,Pharaoh_4,husband,Tahpenes_1,inferred,1KI 11:19,
Tahpenes_1:Pharaoh_4:1716,1716,Tahpenes_1,wife,Pharaoh_4,explicit,1KI 11:19,
Hadad_3:Genubath_1:1717,1717,Hadad_3,father,Genubath_1,inferred,1KI 11:20,
Genubath_1:Hadad_3:1718,1718,Genubath_1,son,Hadad_3,explicit,1KI 11:20,
Nebat_1:Jeroboam_1:1719,1719,Nebat_1,father,Jeroboam_1,inferred,1KI 11:26,
Jeroboam_1:Nebat_1:1720,1720,Jeroboam_1,son,Nebat_1,explicit,1KI 11:26,
Zeruah_1:Jeroboam_1:1721,1721,Zeruah_1,mother,Jeroboam_1,inferred,1KI 11:26,
Jeroboam_1:Zeruah_1:1722,1722,Jeroboam_1,son,Zeruah_1,explicit,1KI 11:26,
Ephraim_1:Nebat_1:1723,1723,Ephraim_1,ancestor,Nebat_1,inferred,1KI 11:26,
Nebat_1:Ephraim_1:1724,1724,Nebat_1,descendant,Ephraim_1,explicit,1KI 11:26,
Solomon_1:Rehoboam_1:1725,1725,Solomon_1,father,Rehoboam_1,inferred,1KI 11:43,
Rehoboam_1:Solomon_1:1726,1726,Rehoboam_1,son,Solomon_1,explicit,1KI 11:43,
David_1:Josiah_1:1727,1727,David_1,ancestor,Josiah_1,inferred,1KI 13:2,
Josiah_1:David_1:1728,1728,Josiah_1,descendant,David_1,explicit,1KI 13:2,
Jeroboam_1:Abijah_2:1729,1729,Jeroboam_1,father,Abijah_2,inferred,1KI 14:1,
Abijah_2:Jeroboam_1:1730,1730,Abijah_2,son,Jeroboam_1,explicit,1KI 14:1,
Jeroboam_1:Nadab_2:1731,1731,Jeroboam_1,father,Nadab_2,inferred,1KI 14:20,
Nadab_2:Jeroboam_1:1732,1732,Nadab_2,son,Jeroboam_1,explicit,1KI 14:20,
Naamah_2:Rehoboam_1:1733,1733,Naamah_2,mother,Rehoboam_1,explicit,"1KI 14:21, 1KI 14:31",
Rehoboam_1:Naamah_2:1734,1734,Rehoboam_1,son,Naamah_2,inferred,"1KI 14:21, 1KI 14:31",
Rehoboam_1:Abijam_1:1735,1735,Rehoboam_1,father,Abijam_1,inferred,1KI 14:31,
Abijam_1:Rehoboam_1:1736,1736,Abijam_1,son,Rehoboam_1,explicit,1KI 14:31,
Maacah_3:Abijam_1:1737,1737,Maacah_3,mother,Abijam_1,explicit,1KI 15:2,
Abijam_1:Maacah_3:1738,1738,Abijam_1,son,Maacah_3,inferred,1KI 15:2,
Abishalom_1:Maacah_3:1739,1739,Abishalom_1,father,Maacah_3,inferred,1KI 15:2,
Maacah_3:Abishalom_1:1740,1740,Maacah_3,daughter,Abishalom_1,explicit,1KI 15:2,
Abijam_1:Asa_1:1741,1741,Abijam_1,father,Asa_1,inferred,1KI 15:8,
Asa_1:Abijam_1:1742,1742,Asa_1,son,Abijam_1,explicit,1KI 15:8,
Maacah_3:Asa_1:1743,1743,Maacah_3,mother,Asa_1,explicit,1KI 15:10,
Asa_1:Maacah_3:1744,1744,Asa_1,son,Maacah_3,inferred,1KI 15:10,
Tabrimmon_1:Ben-hadad_1:1745,1745,Tabrimmon_1,father,Ben-hadad_1,inferred,1KI 15:18,
Ben-hadad_1:Tabrimmon_1:1746,1746,Ben-hadad_1,son,Tabrimmon_1,explicit,1KI 15:18,
Hezion_1:Tabrimmon_1:1747,1747,Hezion_1,father,Tabrimmon_1,inferred,1KI 15:18,
Tabrimmon_1:Hezion_1:1748,1748,Tabrimmon_1,son,Hezion_1,explicit,1KI 15:18,
Asa_1:Jehoshaphat_3:1749,1749,Asa_1,father,Jehoshaphat_3,inferred,1KI 15:24,
Jehoshaphat_3:Asa_1:1750,1750,Jehoshaphat_3,son,Asa_1,explicit,1KI 15:24,
Ahijah_2:Baasha_1:1751,1751,Ahijah_2,father,Baasha_1,inferred,1KI 15:27,
Baasha_1:Ahijah_2:1752,1752,Baasha_1,son,Ahijah_2,explicit,1KI 15:27,
Issachar_1:Ahijah_2:1753,1753,Issachar_1,ancestor,Ahijah_2,inferred,1KI 15:27,
Ahijah_2:Issachar_1:1754,1754,Ahijah_2,descendant,Issachar_1,explicit,1KI 15:27,
Baasha_1:Nadab_2:1755,1755,Baasha_1,killer,Nadab_2,explicit,1KI 15:27,
Nadab_2:Baasha_1:1756,1756,Nadab_2,victim,Baasha_1,inferred,1KI 15:27,
Hanani_1:Jehu_1:1757,1757,Hanani_1,father,Jehu_1,inferred,1KI 16:1,
Jehu_1:Hanani_1:1758,1758,Jehu_1,son,Hanani_1,explicit,1KI 16:1,
Baasha_1:Elah_2:1759,1759,Baasha_1,father,Elah_2,inferred,1KI 16:8,
Elah_2:Baasha_1:1760,1760,Elah_2,son,Baasha_1,explicit,1KI 16:8,
Zimri_2:Elah_2:1761,1761,Zimri_2,killer,Elah_2,explicit,1KI 16:9,
Elah_2:Zimri_2:1762,1762,Elah_2,victim,Zimri_2,inferred,1KI 16:9,
Ginath_1:Tibni_1:1763,1763,Ginath_1,father,Tibni_1,inferred,1KI 16:21,
Tibni_1:Ginath_1:1764,1764,Tibni_1,son,Ginath_1,explicit,1KI 16:21,
Omri_1:Ahab_1:1765,1765,Omri_1,father,Ahab_1,inferred,1KI 16:28,
Ahab_1:Omri_1:1766,1766,Ahab_1,son,Omri_1,explicit,1KI 16:28,
Ahab_1:Jezebel_1:1767,1767,Ahab_1,husband,Jezebel_1,explicit,1KI 16:31,
Jezebel_1:Ahab_1:1768,1768,Jezebel_1,wife,Ahab_1,inferred,1KI 16:31,
Ethbaal_1:Jezebel_1:1769,1769,Ethbaal_1,father,Jezebel_1,inferred,1KI 16:31,
Jezebel_1:Ethbaal_1:1770,1770,Jezebel_1,daughter,Ethbaal_1,explicit,1KI 16:31,
Hiel_1:Abiram_2:1771,1771,Hiel_1,father,Abiram_2,inferred,1KI 16:34,
Abiram_2:Hiel_1:1772,1772,Abiram_2,son,Hiel_1,explicit,1KI 16:34,
Hiel_1:Segub_1:1773,1773,Hiel_1,father,Segub_1,inferred,1KI 16:34,
Segub_1:Hiel_1:1774,1774,Segub_1,son,Hiel_1,explicit,1KI 16:34,
Nimshi_1:Jehu_2:1775,1775,Nimshi_1,grandfather,Jehu_2,inferred,1KI 19:16,
Jehu_2:Nimshi_1:1776,1776,Jehu_2,grandson,Nimshi_1,explicit,1KI 19:16,
Shaphat_2:Elisha_1:1777,1777,Shaphat_2,father,Elisha_1,inferred,1KI 19:16,
Elisha_1:Shaphat_2:1778,1778,Elisha_1,son,Shaphat_2,explicit,1KI 19:16,
Imlah_1:Micaiah_1:1779,1779,Imlah_1,father,Micaiah_1,inferred,1KI 22:8,
Micaiah_1:Imlah_1:1780,1780,Micaiah_1,son,Imlah_1,explicit,1KI 22:8,
Chenaanah_1:Zedekiah_1:1781,1781,Chenaanah_1,father,Zedekiah_1,inferred,1KI 22:11,
Zedekiah_1:Chenaanah_1:1782,1782,Zedekiah_1,son,Chenaanah_1,explicit,1KI 22:11,
Ahab_1:Joash_2:1783,1783,Ahab_1,father,Joash_2,inferred,1KI 22:26,
Joash_2:Ahab_1:1784,1784,Joash_2,son,Ahab_1,explicit,1KI 22:26,
Ahab_1:Ahaziah_1:1785,1785,Ahab_1,father,Ahaziah_1,inferred,1KI 22:40,
Ahaziah_1:Ahab_1:1786,1786,Ahaziah_1,son,Ahab_1,explicit,1KI 22:40,
Azubah_1:Jehoshaphat_3:1787,1787,Azubah_1,mother,Jehoshaphat_3,explicit,1KI 22:42,
Jehoshaphat_3:Azubah_1:1788,1788,Jehoshaphat_3,son,Azubah_1,inferred,1KI 22:42,
Shilhi_1:Azubah_1:1789,1789,Shilhi_1,father,Azubah_1,inferred,1KI 22:42,
Azubah_1:Shilhi_1:1790,1790,Azubah_1,daughter,Shilhi_1,explicit,1KI 22:42,
Jehoshaphat_3:Jehoram_1:1791,1791,Jehoshaphat_3,father,Jehoram_1,inferred,1KI 22:50,
Jehoram_1:Jehoshaphat_3:1792,1792,Jehoram_1,son,Jehoshaphat_3,explicit,1KI 22:50,
Ahab_1:Jehoram_2:1793,1793,Ahab_1,father,Jehoram_2,inferred,2KI 3:1,
